"DateTime","Futures","Perpetuals"
"2024-03-26 09:20:00",5049897467.97,176533974087.55
"2024-03-26 21:55:00",5067636094.24,167439468494.24
"2024-03-27 10:30:00",5100542840.69,174543741428.5
"2024-03-27 23:05:00",5101494606.17,178780925455.47
"2024-03-28 11:40:00",5105822542.11,181310256610.56
"2024-03-29 00:15:00",5188587264.61,166777121238.82
"2024-03-29 12:50:00",3891916395.52,169706846510.78
"2024-03-30 01:25:00",3974384502.13,165035825157.38
"2024-03-30 14:00:00",4039759590.19,166802696765
"2024-03-31 02:35:00",4099243868.3,160174475261.8
"2024-03-31 16:10:00",4217232133.6,165993315626.03
"2024-04-01 04:45:00",4135978891.07,164443849244.94
"2024-04-01 17:20:00",4385351347.88,171778586331.02
"2024-04-02 05:55:00",4333740751.67,162304730107.73
"2024-04-02 18:30:00",4255649379,170521994509.78
"2024-04-03 07:05:00",4200268148.67,171537134434.25
"2024-04-03 19:40:00",4213170054.59,173628210488.91
"2024-04-04 08:15:00",4251169262.5,168173504214.63
"2024-04-04 20:50:00",4468327439.72,176912784345.29
"2024-04-05 09:25:00",4376139043.76,179440617653.43
"2024-04-05 22:00:00",4358840650.44,178017148368.54
"2024-04-06 10:35:00",4377699501.46,170414397681.36
"2024-04-06 23:10:00",4404926242,163195661924.2
"2024-04-07 11:45:00",4429137883.31,167310529940.72
"2024-04-08 00:20:00",4442747027.67,170067293655.18
"2024-04-08 12:55:00",4631869840.28,178005470616.48
"2024-04-09 01:30:00",4782987152.82,185737439438.35
"2024-04-09 14:05:00",4778354815.3,183036081115.61
"2024-04-10 02:40:00",4721927646.18,184505235203.86
"2024-04-10 15:15:00",4723469254.32,176580936686.91
"2024-04-11 03:50:00",4728879491.89,179208262328.6
"2024-04-11 16:25:00",4765374170,182669678296.8
"2024-04-12 05:00:00",4768282803.63,184502161145.99
"2024-04-12 17:35:00",4717763860.44,185222753877.91
"2024-04-13 06:10:00",4571215065.62,181238805198.18
"2024-04-13 18:45:00",4594315677.46,180852570981.78
