date,open,high,low,close,volume
2023-09-06,0.22303716277070632,0.22399897390281806,0.19965501289566245,0.21184195394713506,1341881.3740539993
2023-09-07,0.21184195394713506,0.22304943390902512,0.21184195394713506,0.21835270994634612,344823.832151
2023-09-08,0.21835270994634612,0.23928243657629567,0.21592336711728694,0.2287927849462958,418402.8096520002
2023-09-09,0.2287927849462958,0.251854814645406,0.2287927849462958,0.24859676400254688,455358.40855300036
2023-09-10,0.24859676400254688,0.24888423677090885,0.22272192677832375,0.22570181712144544,590492.2607509998
2023-09-11,0.22570181712144544,0.232197440571267,0.22202528995080892,0.2280467441135149,256079.171444
2023-09-12,0.2280467441135149,0.2343325735112856,0.2236675739415484,0.2321731014565166,173186.70770100006
2023-09-13,0.2321731014565166,0.2331978767730477,0.22119721899798883,0.2270455244837493,143127.105481
2023-09-14,0.2270455244837493,0.2423151873662939,0.22669801492020322,0.24144158684283212,234746.92031600012
2023-09-15,0.24144158684283212,0.25496240658473845,0.23163324518785078,0.2490079999293584,626541.9629070001
2023-09-16,0.2490079999293584,0.25070022945748704,0.2395853074617141,0.24802979061048736,163847.607989
2023-09-17,0.24802979061048736,0.24802979061048736,0.23797478537493452,0.23875493824118296,230008.43754500002
2023-09-18,0.23875493824118296,0.23875493824118296,0.19203118309942746,0.23150491272262363,1561169.5567030006
2023-09-19,0.23150491272262363,0.23150491272262363,0.2212417809536878,0.2244407123983223,259435.93763400003
2023-09-20,0.2244407123983223,0.2244407123983223,0.21670680603374565,0.21928675214145701,138628.82485200002
2023-09-21,0.21928675214145701,0.23120383029003722,0.21874698907066947,0.2191242286261625,404363.0682530002
2023-09-22,0.2191242286261625,0.23317810970319086,0.21351981422551208,0.22079486123374986,462276.40737299994
2023-09-23,0.22079486123374986,0.22139979836048043,0.21341195999879606,0.2161985617466759,199213.24791199996
2023-09-24,0.2161985617466759,0.21674474548822373,0.19665251828666913,0.19932677512214642,841942.1210309997
2023-09-25,0.19932677512214642,0.2033831847845789,0.17512970517935625,0.17801936370161658,1512729.7960689978
2023-09-26,0.17801936370161658,0.1892899769336244,0.1728886260618787,0.18092748095997122,571354.566381
