date,open,high,low,close,volume
2022-04-18,0.0483146137212123,0.0681272877075914,0.0483146137212123,0.0604853622066752,81110.890999
2022-04-19,0.0604853622066752,0.0623875646879624,0.0507986075801266,0.0515103611132047,43576.619484
2022-04-20,0.0515103611132047,0.0655845059140946,0.0515103611132047,0.0622346712147117,32221.522778
2022-04-21,0.0622346712147117,0.0724467478849039,0.0620236969357915,0.0623555348856468,69569.634769
2022-04-22,0.0623555348856468,0.0631687527498739,0.0619103659766782,0.0628178090016196,3917.295279
2022-04-23,0.0628178090016196,0.0641127216227663,0.0619217551672833,0.0637555711744108,13282.542402
2022-04-24,0.0637555711744108,0.0642345117307929,0.0493120484033407,0.052312900825909,48779.114104
2022-04-25,0.052312900825909,0.0564444524880148,0.052312900825909,0.0551151350571047,24665.379195
2022-04-26,0.0551151350571047,0.0559940670362273,0.0514251885559355,0.051686853246136,17322.614609
2022-04-27,0.051686853246136,0.0544404839452176,0.0503755900084808,0.0509464670869073,15223.631858
2022-04-28,0.0509464670869073,0.0519529446126721,0.0500897013217896,0.0504132465287697,8020.742427
2022-04-29,0.0504132465287697,0.0525416559364116,0.0399451928509596,0.0429554020281576,81207.069441
2022-04-30,0.0429554020281576,0.0449073305440462,0.0422832638871493,0.0433512434452862,13217.868222
2022-05-01,0.0433512434452862,0.0459000304644239,0.0433512434452862,0.0459000304644239,8713.60057
2022-05-02,0.0459000304644239,0.0459257113925444,0.0393557930004961,0.0411653670519661,21544.361556
2022-05-03,0.0411653670519661,0.0420405712006413,0.0411653670519661,0.0419145578552248,3905.358673
2022-05-04,0.0419145578552248,0.0440996390776187,0.0417695813420246,0.0419908230642345,10696.266795
2022-05-05,0.0419908230642345,0.0433660088112422,0.0413761176562759,0.0433660088112422,5900.087621
2022-05-06,0.0433660088112422,0.0434180358598686,0.0399628083131139,0.0408953321795955,17165.467963
2022-05-07,0.0408953321795955,0.0412683196294948,0.0386053854299912,0.0396829525318608,16102.654691
2022-05-08,0.0396829525318608,0.0404183371528241,0.0395660254039886,0.0402576943719043,4643.604013
2022-05-09,0.0402576943719043,0.0418328072395836,0.0392437863039975,0.0411419991601259,16225.780687
2022-05-10,0.0411419991601259,0.043006363032718,0.0411419991601259,0.043006363032718,4410.475772
2022-05-11,0.043006363032718,0.0472532608724098,0.043006363032718,0.0472532608724098,16468.043621
2022-05-12,0.0472532608724098,0.0481715010618022,0.0402733015688886,0.0449278635359649,28698.834146
2022-05-13,0.0449278635359649,0.0457654731310401,0.0436177047647526,0.0444015905371505,8895.375344
2022-05-14,0.0444015905371505,0.0470928729777342,0.0444015905371505,0.0470928729777342,10417.962388
2022-05-15,0.0470928729777342,0.0471800170336451,0.0422860121723843,0.0438421882316697,14504.782487
2022-05-16,0.0438421882316697,0.044658609217612,0.0410515187252719,0.0431987729829775,13490.969753
2022-05-17,0.0431987729829775,0.0474509725084573,0.043147198406205,0.0455611342779221,20361.259646
2022-05-18,0.0455611342779221,0.0491345519107805,0.0454720301403695,0.0491294341573326,9139.3871
2022-05-19,0.0491294341573326,0.0540792960345508,0.0491259843381937,0.0516496555094217,18433.644413
2022-05-20,0.0516496555094217,0.0520627260191425,0.0516496555094217,0.0520627260191425,1396.160486
2022-05-21,0.0520627260191425,0.056752662562818,0.0520627260191425,0.0553639650774845,13877.809411
2022-05-22,0.0553639650774845,0.0588925938430098,0.0553639650774845,0.0579012528940104,13186.144128
2022-05-23,0.0579012528940104,0.069057092890104,0.0557571439738928,0.0580679402994621,83810.604004
2022-05-24,0.0580679402994621,0.0587049453228825,0.0548372055445528,0.0580998348333456,17819.836601
2022-05-25,0.0580998348333456,0.0875756903617007,0.0577029201814608,0.0801862535175393,474785.628445
2022-05-26,0.0801862535175393,0.0801862535175393,0.0581050366245146,0.0605831133242579,171752.086406
2022-05-27,0.0605831133242579,0.0683670834089313,0.0605498386298315,0.0622627512636913,74852.193505
2022-05-28,0.0622627512636913,0.0626215888460723,0.060879051999563,0.0609083898008772,10168.281539
2022-05-29,0.0609083898008772,0.064982565041062,0.0602805735368871,0.064166653618479,34846.679607
2022-05-30,0.064166653618479,0.0642052112708778,0.0571661223166666,0.0572085949770094,69629.608387
2022-05-31,0.0572085949770094,0.0572085949770094,0.0436372958246627,0.046297352538491,115523.638255
2022-06-01,0.046297352538491,0.0464179252246421,0.0433862416600942,0.0433902318331392,22322.189821
2022-06-02,0.0433902318331392,0.0441302797672934,0.0413671683634835,0.0436591883287899,36843.193345
2022-06-03,0.0436591883287899,0.0460487931305437,0.0436591883287899,0.0459129095453864,17810.727329
2022-06-04,0.0459129095453864,0.0479131779712855,0.0451453806927447,0.0469569230417889,34945.359341
2022-06-05,0.0469569230417889,0.0470983101224259,0.0469044995604035,0.0469196953213402,5528.74792
2022-06-06,0.0469196953213402,0.0471414600891544,0.0442284667710506,0.044498171884913,29038.533193
2022-06-07,0.044498171884913,0.0446450141927935,0.0392047015359686,0.0394112619334488,36666.577617
2022-06-08,0.0394112619334488,0.0403530243137207,0.0368919726938097,0.0369921605698275,61411.359393
